Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,EmployeeNumber,EmployeeCount,Over18,OverTime,PercentSalaryHike,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,No,Non-Travel,Research & Development,8,2,Life Sciences,4,Male,72,3,2,Healthcare Representative,4,Divorced,3,1553,1,Y,Yes,18,80,8,2,,2,,2,2
45,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Male,66,3,3,Healthcare Representative,2,Divorced,1,1554,1,Y,No,12,80,10,4,3,10,8,7,7
35,No,Travel_Rarely,Sales,28,4,Life Sciences,2,Female,98,2,1,Sales Representative,3,Married,0,1555,1,Y,No,23,80,6,5,3,5,3,4,2
32,No,Travel_Rarely,Research & Development,5,2,Life Sciences,4,Female,67,2,2,Research Scientist,2,Married,3,1556,1,Y,No,12,80,12,2,3,7,1,2,5
36,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Male,70,3,1,Sales Representative,4,Single,3,1557,1,Y,Yes,21,80,7,3,2,3,2,1,2
48,No,Travel_Rarely,Sales,16,4,Life Sciences,3,Female,96,3,2,Sales Executive,3,Divorced,8,1558,1,Y,No,14,80,18,2,3,8,7,7,7
29,No,Travel_Rarely,Research & Development,9,3,Life Sciences,3,Male,91,4,1,Research Scientist,3,Married,6,1560,1,Y,No,18,80,5,2,2,1,0,0,0
33,No,Travel_Rarely,Sales,8,4,Life Sciences,1,Male,46,3,2,Sales Executive,1,Married,2,1562,1,Y,No,13,80,8,6,1,2,2,2,2
30,Yes,Travel_Rarely,Sales,1,3,Life Sciences,2,Male,64,2,2,Sales Executive,1,Married,1,1563,1,Y,No,11,80,10,4,3,10,8,6,7
38,No,Travel_Frequently,Human Resources,10,4,Human Resources,3,Male,71,3,2,Human Resources,3,Married,3,1564,1,Y,No,11,80,10,2,3,6,3,1,2
35,No,Travel_Rarely,Research & Development,1,3,Medical,4,Male,68,2,1,Laboratory Technician,1,Single,1,1568,1,Y,No,19,80,3,3,,3,0,1,2
30,No,Travel_Rarely,Sales,29,4,Technical Degree,3,Male,33,3,3,Sales Executive,2,Married,3,1569,1,Y,No,12,80,9,3,3,4,2,1,3
35,,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,69,3,1,Laboratory Technician,1,Divorced,1,1572,1,Y,Yes,12,,1,2,3,1,0,0,0
53,Yes,Travel_Rarely,Research & Development,2,5,Technical Degree,3,Female,78,2,3,Manufacturing Director,4,Married,0,1573,1,Y,No,16,80,34,4,3,33,7,1,9
38,Yes,Travel_Rarely,Research & Development,2,3,Medical,3,Male,81,3,2,Manufacturing Director,2,Married,4,1574,1,Y,No,11,80,7,2,3,5,2,1,4
32,No,Non-Travel,Research & Development,1,4,Technical Degree,4,Male,62,3,2,Research Scientist,1,Married,4,1576,1,Y,No,14,80,9,3,2,6,5,1,2
48,No,Travel_Rarely,Research & Development,15,4,Other,3,Female,65,3,1,Research Scientist,1,Married,8,1577,1,Y,No,12,80,10,3,2,8,2,7,6
34,No,Travel_Rarely,Research & Development,7,4,Medical,1,Male,35,3,1,Research Scientist,4,Single,1,1578,1,Y,No,13,80,1,4,1,1,0,0,0
55,No,Travel_Rarely,,26,5,Marketing,3,Male,60,2,5,Manager,4,Married,1,1580,1,Y,,21,80,36,3,3,36,6,2,13
34,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,45,3,2,Research Scientist,4,Married,9,1581,1,Y,No,17,80,9,3,2,2,2,2,1
26,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Female,89,3,1,Research Scientist,4,Married,1,1582,1,Y,No,21,80,1,5,3,1,0,0,0
38,No,Travel_Rarely,Sales,14,3,,3,Male,80,3,2,Sales Executive,2,Married,0,1583,1,Y,No,11,80,10,3,3,9,8,7,7
38,No,Travel_Rarely,Sales,16,3,Life Sciences,2,Female,90,3,2,Sales Executive,2,Single,2,1585,1,Y,No,12,80,8,5,4,3,2,1,2
36,No,Travel_Rarely,Sales,1,4,Life Sciences,2,Female,73,3,2,,3,Single,6,1586,1,Y,No,13,80,15,5,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,3,1,Medical,2,Male,87,3,1,Laboratory Technician,1,Single,1,1587,1,Y,Yes,18,80,10,3,3,10,9,1,5
35,No,Travel_Rarely,Research & Development,10,4,Medical,1,Female,51,3,2,Healthcare Representative,3,Single,3,1588,1,Y,Yes,16,80,10,4,3,5,2,0,4
39,No,Travel_Rarely,Sales,6,3,Medical,4,Male,38,4,3,Sales Executive,3,Married,2,1590,1,Y,No,11,80,11,3,3,7,6,7,6
29,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Male,87,3,2,Healthcare Representative,4,Divorced,1,1591,1,Y,No,19,80,6,0,4,6,4,1,3
50,No,Travel_Rarely,Sales,9,3,Marketing,3,Male,59,3,5,Manager,3,Married,4,1592,1,Y,Yes,16,80,27,2,3,1,0,0,0
23,No,Travel_Rarely,Research & Development,10,3,Technical Degree,4,Male,45,4,1,Research Scientist,3,Married,2,1594,1,Y,No,16,80,4,2,3,2,2,2,2
36,No,Travel_Frequently,Research & Development,6,4,Life Sciences,1,Male,80,4,2,Laboratory Technician,1,Married,3,1595,1,Y,Yes,13,80,9,3,3,3,2,0,2
42,,Travel_Rarely,Research & Development,9,2,Other,4,Male,93,2,5,Manager,4,Single,8,1596,1,Y,No,22,80,24,2,3,1,0,0,1
35,No,Travel_Rarely,Research & Development,28,3,Life Sciences,2,Male,46,4,2,Laboratory Technician,3,Married,1,1597,1,Y,No,17,80,10,3,2,10,9,6,8
34,No,Travel_Frequently,Research & Development,10,4,Technical Degree,4,Male,92,2,2,Healthcare Representative,3,Married,1,1598,1,Y,No,14,80,8,3,2,8,2,7,7
40,No,Travel_Rarely,Sales,14,2,Life Sciences,4,Female,84,3,2,Sales Executive,1,Married,1,1599,1,Y,No,15,80,5,2,3,5,4,1,2
43,No,Travel_Rarely,Research & Development,27,3,Technical Degree,4,Male,87,4,1,Laboratory Technician,2,Divorced,5,1601,1,Y,No,12,80,8,0,3,6,4,0,2
35,No,Travel_Rarely,Research & Development,7,2,Life Sciences,3,Male,63,2,1,Laboratory Technician,4,Married,1,1602,1,Y,No,18,80,1,5,2,1,0,0,1
,No,Travel_Rarely,Sales,1,4,Life Sciences,4,Male,56,4,4,Manager,1,Single,1,1604,1,Y,No,15,80,27,5,1,26,0,0,12
28,Yes,Travel_Rarely,Research & Development,24,3,Medical,3,Male,51,3,1,Laboratory Technician,2,Married,1,1605,1,Y,Yes,17,80,1,3,3,1,1,0,0
22,No,Non-Travel,Research & Development,26,2,Other,2,Female,85,2,1,Research Scientist,3,Married,1,1606,1,Y,Yes,14,80,4,2,2,4,2,1,3
50,No,Travel_Frequently,Research & Development,20,5,Medical,2,Male,41,3,4,Healthcare Representative,3,Married,2,1607,1,Y,Yes,15,80,32,3,3,30,8,12,13
32,No,Travel_Rarely,Research & Development,5,4,Other,2,Female,35,4,1,Research Scientist,4,Married,3,1608,1,Y,No,17,80,6,3,3,3,2,0,2
44,No,Travel_Rarely,Research & Development,7,3,Medical,2,Female,31,3,5,Research Director,4,Divorced,0,1609,1,Y,Yes,14,80,23,4,2,22,7,1,10
30,No,Travel_Rarely,Research & Development,7,3,Medical,2,Male,48,2,1,Research Scientist,2,Married,1,1611,1,Y,No,12,80,6,3,2,6,4,1,1
45,No,Travel_Rarely,Research & Development,5,5,Medical,3,Female,50,1,2,Laboratory Technician,1,Single,1,1612,1,Y,Yes,14,80,10,3,3,10,7,1,4
45,No,Non-Travel,Sales,26,3,Marketing,1,Male,52,2,2,Sales Executive,1,Married,1,1613,1,Y,No,15,80,10,2,3,10,7,4,5
31,No,Travel_Frequently,Sales,2,4,Other,4,Male,54,3,2,Sales Executive,1,Single,7,1614,1,Y,No,13,80,10,3,3,5,2,0,3
36,No,Travel_Rarely,Research & Development,12,4,Life Sciences,3,Female,76,3,2,Manufacturing Director,3,Married,9,1615,1,Y,Yes,12,80,7,2,3,3,2,1,1
34,No,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Male,42,4,2,Manufacturing Director,4,Divorced,1,1617,1,Y,No,13,80,9,3,3,9,7,7,2
49,No,Travel_Rarely,Research & Development,25,4,Life Sciences,3,Female,84,3,1,Laboratory Technician,1,Married,1,1618,1,Y,No,14,80,10,3,2,9,6,1,4
,No,Travel_Rarely,Research & Development,10,5,Medical,2,Male,76,3,2,Manufacturing Director,1,Married,2,1619,1,Y,No,13,80,10,3,3,7,7,7,7
27,No,Travel_Rarely,Research & Development,19,3,Other,4,Male,67,2,1,Laboratory Technician,1,Divorced,1,1621,1,Y,No,11,80,7,3,3,7,7,0,7
35,No,Travel_Rarely,Research & Development,18,5,Life Sciences,2,Male,48,4,2,Research Scientist,1,Married,1,1622,1,Y,No,11,80,16,2,3,16,15,1,10
28,No,Travel_Rarely,Research & Development,27,3,Medical,2,Female,39,1,2,Manufacturing Director,1,Divorced,0,1623,1,Y,No,21,80,6,5,2,5,3,0,0
21,No,Travel_Rarely,Research & Development,5,1,Medical,3,Male,97,3,1,Research Scientist,4,Single,1,1624,1,Y,No,18,80,3,2,3,2,2,2,2
18,Yes,Travel_Frequently,Sales,3,2,Medical,2,Female,70,3,1,Sales Representative,4,Single,1,1625,1,Y,Yes,12,80,0,2,4,0,0,0,0
47,No,Travel_Rarely,Human Resources,26,4,Life Sciences,4,Female,98,3,5,Manager,3,Married,3,1627,1,Y,No,11,80,27,2,3,5,2,1,0
39,No,Travel_Rarely,Research & Development,3,2,Medical,3,Male,76,2,2,Laboratory Technician,3,Divorced,0,1628,1,Y,No,15,80,11,3,3,10,8,0,7
40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Female,80,2,3,Manufacturing Director,3,Married,1,1630,1,Y,No,13,80,18,2,3,18,15,14,12
35,No,Non-Travel,Research & Development,8,4,Life Sciences,3,Female,52,3,2,Healthcare Representative,3,Married,1,1631,1,Y,No,12,80,15,5,3,14,11,2,9
37,No,Travel_Rarely,Research & Development,19,3,Life Sciences,3,Male,85,3,2,Manufacturing Director,3,Married,3,1633,1,Y,No,17,80,9,2,2,4,3,0,2
39,No,Travel_Frequently,Research & Development,4,3,Medical,1,Female,81,3,2,Manufacturing Director,3,Single,0,1635,1,Y,No,13,80,10,2,1,9,2,3,8
45,No,Travel_Rarely,Research & Development,2,2,Other,4,Female,59,2,2,Manufacturing Director,4,Divorced,1,1638,1,Y,No,19,80,10,3,3,10,7,3,9
38,No,Travel_Rarely,Research & Development,2,2,Medical,4,Female,54,2,3,Manufacturing Director,3,Married,3,1639,1,Y,Yes,19,80,10,6,4,5,4,0,2
35,Yes,Travel_Rarely,Sales,10,3,Medical,4,Male,55,2,3,Sales Executive,1,Married,9,1640,1,Y,No,17,80,15,3,3,13,12,6,0
37,No,Travel_Rarely,Research & Development,10,3,Medical,2,Female,71,3,1,Research Scientist,2,Married,1,1641,1,Y,No,11,80,8,2,1,8,4,7,7
40,No,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Female,84,3,3,Manufacturing Director,4,Single,6,1642,1,Y,Yes,15,80,18,2,2,4,2,3,3
44,No,Travel_Frequently,Human Resources,1,5,Human Resources,1,Male,37,3,2,Human Resources,4,Married,4,1644,1,Y,Yes,11,80,14,3,3,10,7,0,2
48,No,Travel_Frequently,Research & Development,4,5,Medical,3,Male,89,2,4,Manager,4,Married,2,1645,1,Y,No,25,80,23,3,3,2,2,2,2
35,Yes,Travel_Rarely,Sales,15,2,Medical,1,Male,59,1,2,Sales Executive,4,Divorced,6,1646,1,Y,Yes,14,80,7,2,2,2,2,2,2
24,No,Travel_Frequently,Research & Development,2,1,Technical Degree,1,Female,32,3,1,Research Scientist,4,Single,1,1647,1,Y,Yes,13,80,6,2,3,6,3,1,3
,No,Travel_Rarely,Research & Development,8,3,Medical,2,Female,86,4,1,Research Scientist,3,Married,7,1648,1,Y,No,17,80,5,0,3,3,2,0,2
27,No,Travel_Frequently,Research & Development,2,3,Medical,4,Male,87,3,1,Research Scientist,4,Single,2,1649,1,Y,No,13,80,6,0,2,4,2,1,2
40,Yes,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,73,3,1,Laboratory Technician,1,Single,3,1650,1,Y,Yes,14,80,10,3,1,4,2,0,3
29,No,Travel_Rarely,Sales,10,3,Medical,3,Male,42,2,2,Sales Executive,3,Single,9,1651,1,Y,No,11,80,8,2,3,5,2,1,4
36,No,Travel_Rarely,Research & Development,5,4,Life Sciences,2,Female,42,3,3,Healthcare Representative,1,Married,4,1653,1,Y,No,12,80,9,6,3,3,2,0,2
25,No,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,77,4,2,Manufacturing Director,3,Divorced,1,1654,1,Y,No,17,80,7,6,3,7,7,0,7
39,No,Travel_Rarely,Research & Development,12,3,Medical,4,Male,66,3,2,Manufacturing Director,2,Married,4,1655,1,Y,No,21,80,7,3,3,5,4,1,0
49,No,Travel_Rarely,Research & Development,22,4,Other,1,Female,72,3,4,Research Director,2,Married,3,1656,1,Y,No,16,80,27,2,3,4,2,1,2
50,No,Travel_Rarely,Research & Development,17,5,Life Sciences,4,Female,50,2,3,Research Director,1,Divorced,5,1657,1,Y,No,15,80,19,3,3,14,11,1,11
20,No,Travel_Rarely,Sales,2,3,Medical,3,Female,31,3,1,Sales Representative,3,Single,1,1658,1,Y,No,19,80,2,3,3,2,2,2,2
,No,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Female,66,3,2,Research Scientist,2,Divorced,1,1659,1,Y,No,12,80,11,2,3,11,8,7,9
36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,77,3,1,Laboratory Technician,2,Single,2,1661,1,Y,No,11,80,15,4,3,4,3,1,3
49,No,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Female,41,2,4,Healthcare Representative,3,Married,2,1662,1,Y,Yes,19,80,30,3,3,15,11,2,12
36,No,Non-Travel,Research & Development,1,4,Medical,4,Female,33,2,2,Manufacturing Director,3,Married,0,1664,1,Y,No,15,80,4,6,3,3,2,1,2
36,No,Travel_Rarely,Research & Development,3,2,Life Sciences,4,Male,79,4,2,Healthcare Representative,1,Divorced,6,1665,1,Y,No,20,80,13,3,3,5,4,0,4
54,No,Travel_Rarely,,22,5,Medical,2,,91,3,4,Manager,3,Married,3,1666,1,Y,No,25,80,36,6,3,10,8,4,7
43,No,Travel_Rarely,Research & Development,15,2,Life Sciences,3,Male,65,2,4,Research Director,3,Married,1,1667,1,Y,No,24,80,14,3,3,14,10,6,11
35,Yes,Travel_Frequently,,12,4,Other,4,Male,36,3,2,Sales Executive,4,Single,3,1668,1,Y,Yes,24,80,13,2,4,11,9,6,7
38,No,,Research & Development,1,3,,4,Male,90,3,2,Research Scientist,4,Married,7,1669,1,Y,No,,80,19,4,4,13,11,2,
29,No,Travel_Rarely,Sales,5,3,Medical,1,Male,43,2,,Sales Executive,2,Divorced,1,1670,1,Y,Yes,13,80,10,3,2,10,0,0,9
33,No,Travel_Rarely,Sales,2,4,Medical,4,Male,93,3,2,Sales Executive,4,Divorced,1,1671,1,Y,No,14,80,6,,3,6,2,0,4
32,No,Travel_Rarely,Research & Development,2,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,0,1673,1,Y,No,13,80,10,4,2,9,5,1,6
31,No,Travel_Rarely,Sales,5,4,Life Sciences,1,Female,67,3,2,Sales Executive,4,Married,1,1674,1,Y,No,11,80,10,2,3,10,0,0,2
49,No,Travel_Rarely,Research & Development,16,3,Medical,4,Female,74,3,1,Laboratory Technician,1,Divorced,4,1675,1,Y,Yes,16,80,17,2,2,2,2,2,2
38,No,Travel_Frequently,Research & Development,2,3,Medical,4,Female,42,2,1,Laboratory Technician,2,Single,1,1676,1,Y,No,22,80,4,3,3,4,3,3,3
,No,Travel_Rarely,Sales,2,4,Life Sciences,2,,47,4,4,Manager,2,Divorced,6,1677,1,Y,No,14,80,29,2,3,3,2,1,2
49,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,36,3,4,Manager,3,Single,4,1678,1,Y,No,14,80,23,2,3,8,7,0,0
41,No,Travel_Rarely,Sales,23,2,Life Sciences,4,Male,80,3,3,Sales Executive,3,Single,3,1680,1,Y,Yes,16,80,21,2,,2,0,0,2
33,No,Non-Travel,Sales,16,3,Life Sciences,3,Female,36,3,2,Sales Executive,4,Divorced,1,1681,1,Y,Yes,25,80,7,2,3,6,5,1,2
36,,Travel_Rarely,Research & Development,26,4,Life Sciences,1,Male,80,3,2,Healthcare Representative,3,Married,6,1682,1,Y,No,14,80,10,2,2,3,2,0,2
44,No,Travel_Rarely,Human Resources,,3,Life Sciences,3,Female,44,3,1,Human Resources,4,Divorced,4,1683,1,Y,Yes,18,80,8,2,3,2,2,2,2
23,Yes,Travel_Rarely,Research & Development,8,1,Medical,4,Male,93,2,1,Laboratory Technician,3,Single,1,1684,1,Y,Yes,11,80,5,2,3,5,4,1,2
38,No,Travel_Rarely,Research & Development,4,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,7,1687,1,Y,No,19,80,7,5,2,0,0,0,0
53,No,Travel_Rarely,Research & Development,24,4,Medical,2,Male,48,4,3,Healthcare Representative,4,Married,3,1689,1,Y,No,15,80,11,2,3,4,3,1,2
48,Yes,Travel_Frequently,Sales,7,2,Medical,4,Female,,3,1,Sales Representative,3,Married,2,1691,1,Y,Yes,11,80,19,3,3,9,7,7,7
32,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,1,1692,1,Y,No,12,80,1,2,3,1,0,0,0
26,No,Non-Travel,Research & Development,7,3,Medical,4,Male,76,3,,Laboratory Technician,4,Single,1,1693,1,Y,No,20,80,7,5,3,7,7,5,7
55,No,Travel_Rarely,Research & Development,22,3,Technical Degree,1,Male,94,2,1,Research Scientist,2,Divorced,5,1694,1,Y,No,12,80,8,1,3,4,2,1,2
34,No,Travel_Rarely,Research & Development,5,2,Medical,2,Male,57,2,2,Laboratory Technician,4,Married,1,1696,1,Y,No,14,80,15,3,4,15,10,4,13
60,No,Travel_Rarely,Research & Development,1,4,Medical,3,Male,92,1,3,Healthcare Representative,4,,3,1697,1,Y,No,20,80,19,2,4,1,0,0,0
33,No,Travel_Rarely,Research & Development,21,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married,1,1698,1,Y,No,18,80,14,6,3,14,11,2,13
37,No,Travel_Frequently,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,1,1700,1,Y,No,14,80,6,2,2,6,3,1,3
34,No,Travel_Rarely,Research & Development,19,3,Life Sciences,2,Female,35,2,1,Research Scientist,4,Married,1,1701,1,Y,No,12,80,10,3,3,10,9,8,7
23,Yes,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,99,3,1,Sales Representative,4,Divorced,1,1702,1,,Yes,21,80,3,2,3,3,2,0,2
44,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,96,4,3,Healthcare Representative,4,Married,1,1703,1,Y,Yes,19,80,9,2,3,8,7,6,7
35,No,Travel_Frequently,Research & Development,2,4,Medical,1,Male,79,2,1,Research Scientist,4,Single,0,1704,1,Y,Yes,14,80,6,2,4,5,4,1,4
43,No,Travel_Rarely,Sales,2,3,Medical,4,Male,73,3,2,Sales Executive,4,Married,1,1706,1,Y,Yes,17,80,10,3,3,10,9,8,8
24,No,Travel_Rarely,Research & Development,9,3,Medical,3,Male,62,4,1,Research Scientist,3,Married,1,1707,1,Y,No,16,,5,1,3,5,3,0,4
41,No,Travel_Rarely,Sales,6,3,Marketing,4,Male,35,3,3,Sales Executive,3,Single,1,1708,1,Y,No,12,80,10,3,3,10,8,8,7
29,No,Travel_Rarely,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,9,1709,1,Y,No,17,80,,2,3,5,3,1,2
36,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,51,3,2,Sales Representative,4,Single,3,1710,1,Y,No,15,80,17,2,2,13,7,6,7
45,No,Non-Travel,Research & Development,1,1,Life Sciences,3,Male,74,2,3,Healthcare Representative,3,Married,3,1712,1,Y,No,23,80,25,3,,23,15,14,4
24,Yes,Travel_Rarely,Human Resources,22,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married,1,1714,1,Y,No,11,80,1,2,3,1,0,,0
47,Yes,Travel_Frequently,Sales,9,3,Life Sciences,3,Male,82,1,4,Sales Executive,3,Married,7,1716,1,Y,No,11,80,25,3,1,23,5,14,10
26,No,Travel_Rarely,Research & Development,17,4,Medical,4,Male,62,1,1,Laboratory Technician,3,Married,1,1718,1,Y,No,15,80,3,3,4,3,2,0,2
45,No,Travel_Rarely,Research & Development,28,2,Technical Degree,4,Female,48,2,4,Research Director,2,Single,1,1719,1,Y,No,11,80,21,2,3,21,6,8,
32,No,Travel_Frequently,Research & Development,10,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Married,6,1720,1,Y,No,13,80,10,3,2,5,2,1,3
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,2,Male,69,3,1,Laboratory Technician,3,Married,1,1721,1,Y,No,14,80,6,2,4,5,2,0,3
41,No,Non-Travel,Human Resources,4,3,Human Resources,3,Male,60,1,2,Human Resources,2,Married,6,1722,1,Y,No,19,80,10,4,3,,2,1,2
40,No,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Female,92,3,2,Manufacturing Director,1,Married,2,1724,1,Y,Yes,16,80,18,3,3,1,0,0,0
24,No,Travel_Rarely,Research & Development,29,1,Medical,2,Male,91,3,1,Laboratory Technician,1,Divorced,1,1725,1,Y,No,13,80,6,,4,6,2,1,2
46,No,Travel_Rarely,Research & Development,13,4,Life Sciences,3,Male,34,3,2,Healthcare Representative,2,Single,6,1727,1,Y,No,14,80,19,3,3,10,7,0,9
35,No,Travel_Rarely,Research & Development,27,4,Life Sciences,4,Male,49,3,2,Manufacturing Director,3,Married,2,1728,1,Y,No,16,80,17,3,3,7,7,0,7
30,No,Travel_Rarely,Research & Development,16,1,Life Sciences,2,Male,33,3,1,Research Scientist,4,Married,1,1729,1,Y,No,12,80,10,2,2,10,0,0,8
47,No,Non-Travel,Sales,2,4,Marketing,3,Male,87,3,2,Sales Executive,2,Married,7,1731,1,Y,No,,80,4,3,1,1,0,0,0
46,No,Travel_Rarely,Sales,2,3,Life Sciences,3,Male,74,3,3,Sales Executive,4,Divorced,4,1732,1,Y,Yes,12,80,13,5,2,10,6,0,3
36,Yes,Travel_Rarely,Sales,13,5,Marketing,2,Male,96,2,2,Sales Executive,1,Divorced,5,1733,1,,Yes,13,80,16,3,3,2,2,2,2
32,Yes,Travel_Rarely,Sales,1,2,Life Sciences,1,Male,34,1,2,Sales Executive,2,Single,6,1734,1,Y,No,15,80,10,2,3,0,0,0,0
23,No,Travel_Rarely,Research & Development,4,1,Medical,3,Female,51,3,1,Laboratory Technician,2,Single,1,1735,1,Y,No,13,80,3,3,1,3,2,1,2
31,No,Travel_Frequently,Research & Development,24,1,Technical Degree,4,Female,30,3,2,Manufacturing Director,4,Single,2,1736,1,Y,No,20,80,9,3,2,5,4,1,4
39,No,Non-Travel,Research & Development,1,3,Life Sciences,4,Male,77,3,2,Laboratory Technician,,Married,1,1737,1,Y,Yes,15,80,9,2,3,9,8,5,8
32,No,Travel_Rarely,Sales,19,3,Life Sciences,4,Male,80,1,3,Sales Executive,3,Married,3,1739,1,Y,No,13,80,10,2,1,4,3,0,2
40,No,Travel_Rarely,Sales,7,4,Medical,2,Male,88,3,5,,2,Single,1,1740,1,Y,No,14,80,21,3,2,21,8,12,8
45,No,Travel_Rarely,Human Resources,4,3,Life Sciences,3,Female,56,1,3,Human Resources,3,Married,4,1744,1,Y,No,21,80,9,2,4,5,0,0,3
30,No,Travel_Frequently,Research & Development,2,4,Technical Degree,4,Female,78,,1,Research Scientist,1,Single,0,1745,1,Y,No,16,80,10,2,3,9,7,0,7
24,No,Travel_Frequently,Human Resources,10,3,Medical,1,Male,59,3,1,Human Resources,4,Married,0,1746,1,Y,No,14,80,3,2,3,2,2,2,1
30,Yes,Travel_Frequently,Human Resources,8,3,Human Resources,,Female,66,2,1,Human Resources,4,Divorced,6,1747,1,Y,No,11,80,6,0,2,4,2,1,2
31,No,Travel_Rarely,Sales,5,3,Technical Degree,1,Male,51,3,2,Sales Executive,3,Married,1,1749,1,Y,No,19,80,6,3,3,5,2,0,2
27,No,Travel_Rarely,Research & Development,8,3,,3,Female,67,3,1,Research Scientist,4,Single,1,1751,1,Y,No,11,80,6,5,2,6,2,1,4
29,Yes,Travel_Rarely,Sales,9,3,Marketing,2,Female,52,1,1,Sales Representative,2,Single,1,1752,1,Y,No,13,80,2,3,3,2,2,2,2
29,No,Travel_Frequently,,1,3,Life Sciences,4,Male,70,4,2,Healthcare Representative,3,Single,8,1753,1,Y,Yes,12,80,10,5,4,3,2,0,2
30,No,Travel_Rarely,Sales,15,2,Marketing,3,Male,94,2,3,Sales Executive,1,Divorced,2,1754,1,Y,No,11,80,12,2,3,7,7,1,7
34,No,,Research & Development,2,4,Medical,4,Male,97,4,1,Research Scientist,4,Married,0,1755,1,Y,Yes,14,80,6,3,3,5,0,1,2
33,No,Non-Travel,Sales,2,3,Marketing,4,Female,62,3,2,Sales Executive,2,Single,8,1756,1,Y,No,15,80,13,2,2,11,7,1,7
,No,Travel_Rarely,Sales,11,4,Marketing,4,Female,80,3,2,Sales Executive,4,Single,3,1757,1,Y,No,12,80,8,1,4,5,1,0,4
33,Yes,Travel_Rarely,Sales,16,3,Life Sciences,1,Female,74,3,3,Sales Executive,1,Single,2,1758,1,Y,Yes,20,80,11,2,2,0,0,0,0
38,No,Travel_Frequently,Research & Development,2,2,Medical,3,Female,75,2,1,Laboratory Technician,2,Married,4,1760,1,Y,No,14,80,9,4,2,6,1,0,5
31,Yes,Travel_Rarely,Sales,16,4,Marketing,1,Male,70,3,3,Sales Executive,3,Married,2,1761,1,Y,No,13,80,10,2,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,,3,Technical Degree,4,Female,91,2,1,Research Scientist,1,Divorced,1,1762,1,Y,No,13,80,1,2,3,1,0,0,0
30,No,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Male,58,4,2,Healthcare Representative,3,Married,3,1763,1,Y,No,16,80,10,3,3,7,0,1,7
32,No,Non-Travel,Research & Development,5,4,,2,Male,65,3,1,Research Scientist,2,Single,2,1764,1,Y,No,14,80,12,3,3,7,7,0,7
38,No,Travel_Rarely,Research & Development,18,3,Medical,2,Male,60,1,2,Healthcare Representative,4,Married,3,1766,1,Y,Yes,16,80,15,2,3,1,0,1,0
43,Yes,Travel_Frequently,Research & Development,17,3,Technical Degree,3,Male,38,2,1,Research Scientist,3,Married,9,1767,1,Y,Yes,16,80,6,4,3,1,0,0,0
42,No,Travel_Rarely,Research & Development,12,3,Medical,2,Male,57,3,1,Laboratory Technician,2,Divorced,8,1768,1,Y,No,22,80,7,6,2,5,3,0,4
55,No,Travel_Rarely,Research & Development,2,3,Medical,3,Male,60,2,5,Research Director,1,Married,8,1770,1,Y,No,12,80,34,2,3,1,0,0,0
33,No,Non-Travel,Research & Development,4,3,Technical Degree,4,Male,90,3,2,Research Scientist,2,Divorced,5,1771,1,Y,No,15,80,11,2,2,9,8,1,7
41,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,,94,3,1,Laboratory Technician,1,Divorced,1,1772,1,Y,No,20,80,5,2,3,5,3,0,4
